Country,Year,Status,Life expectancy,Adult Mortality,Alcohol,Percentage expenditure,BMI,Under-five deaths,Total expenditure,GDP,Population,Thinness 1-19 years,Thinness 5-9 years,Income composition of resources,Schooling,Average temperature,CO2 Emissions,Colesterol,Fumar
Slovenia,2015,0,88,74,11.49,1775.86,6.1,0,8.5,2729.86383,263531,1.4,1.3,0.888,17.3,10.56,6.4,3.6,22.7
Spain,2000,0,79.1,86,11.12,1005.28,57.6,2,7.21,14676.769,4567864,0.6,0.5,0.82,15.7,13.91,7.2,3.6,36.8
Spain,2001,0,79.4,84,9.86,1045.05,58.2,2,7.24,15323.6114,485412,0.6,0.5,0.825,15.7,14.01,7.2,3.6,
Spain,2002,0,79.5,83,12.26,1174.58,58.8,2,7.25,1719.53541,41431558,0.6,0.5,0.828,15.7,13.98,7.5,3.6,
Spain,2003,0,79.4,83,12.09,1640.92,59.3,2,7.99,21495.7741,42187645,0.6,0.5,0.83,15.6,14.38,7.6,3.5,
Spain,2004,0,81,79,11.96,1924.27,59.9,2,8.5,24918.64584,42921895,0.6,0.5,0.833,15.6,13.9,7.8,3.5,
Spain,2005,0,81,77,11.92,2060.32,6.5,2,8.12,2651.71745,43653155,0.6,0.5,0.837,15.8,13.75,8,3.5,34.3
Spain,2006,0,88,73,11.86,2242.16,61.1,2,8.23,28482.6948,44397319,0.6,0.5,0.844,15.9,14.49,7.7,3.5,
Spain,2007,0,89,72,11.05,2606.28,61.7,2,8.36,3279.414,4522683,0.6,0.5,0.849,16,13.78,7.8,3.5,
Spain,2008,0,81.3,7,10.24,2995.19,62.3,2,8.8,35578.73619,4595416,0.6,0.5,0.854,16.1,13.73,7.1,3.4,
Spain,2009,0,81.6,66,9.99,2937.72,62.9,2,9.52,32333.4661,46362946,0.6,0.5,0.858,16.3,14.4,6.2,3.4,
Spain,2010,0,81.9,64,9.78,2789.64,63.5,2,9.56,3736.228,46576897,0.6,0.5,0.86,16.4,13.7,5.9,3.4,31.9
Spain,2011,0,82.1,63,9.62,2908.92,64.1,2,9.48,31834.21816,46742697,0.6,0.5,0.867,16.9,14.48,5.9,3.4,
Spain,2012,0,82,61,9.35,2590.23,64.8,2,9.39,28562.29324,4677355,0.6,0.5,0.871,17.2,14,5.8,3.4,
Spain,2013,0,82.4,6,9.25,2629.48,65.4,2,9.1,2921.9342,466245,0.6,0.5,0.874,17.5,13.84,5.2,3.3,
Spain,2014,0,82.6,58,7.85,2679.52,66,1,9.3,296.47225,4648882,0.6,0.5,0.877,17.6,14.63,5.2,3.3,
Spain,2015,0,82.8,56,10.35,2349.12,66.6,1,9.13,25683.84565,46447697,0.6,0.5,0.882,17.7,14.58,5.5,3.3,29.7
Sweden,2000,0,79.6,73,6.2,2173.19,52.8,0,8.18,29283.55,887219,1.4,1.3,0.873,15.9,3.96,6,3.7,43.8
Sweden,2001,0,79.8,73,6.6,2155.85,53.4,0,8.86,26969.24457,889596,1.3,1.3,0.877,15.9,2.71,5.9,3.6,
Sweden,2002,0,79.9,71,6.9,2459.1,53.9,0,9.23,29571.7446,8924958,1.3,1.3,0.88,15.9,3.26,6.1,3.6,
Sweden,2003,0,82,69,6.9,3110.2,54.4,0,9.31,36961.42537,8958229,1.3,1.3,0.882,15.9,3.2,6.2,3.5,
Sweden,2004,0,83,7,6.6,3288.17,54.9,0,9.9,42442.2245,8993531,1.3,1.3,0.888,16,3.22,6,3.5,
Sweden,2005,0,85,66,6.5,3547.63,55.3,0,9.6,4385.35315,929572,1.3,1.3,0.89,16,3.55,5.5,3.4,37.6
Sweden,2006,0,88,64,6.5,3765.4,55.7,0,8.95,46256.4716,9855,1.3,1.3,0.892,15.9,3.82,5.4,3.4,
Sweden,2007,0,89,63,6.9,4310.33,56.1,0,8.92,53324.37937,914892,1.3,1.3,0.895,15.8,3.66,5.1,3.4,
Sweden,2008,0,81.1,62,6.9,4627.56,56.5,0,9.23,55746.84238,9219637,1.3,1.3,0.897,15.7,3.8,5,3.4,
Sweden,2009,0,81.4,62,7.3,4136.17,56.9,0,9.94,4627.592,9298515,1.3,1.3,0.898,15.8,3.14,4.6,3.4,
Sweden,2010,0,81.5,58,7.2,4416.15,57.3,0,9.47,5276.25591,9378126,1.3,1.3,0.895,15.8,1.3,5.1,3.4,32.3
Sweden,2011,0,81.7,58,7.4,6351.22,57.7,0,11.7,59593.28711,9449213,1.4,1.3,0.901,16,4.01,4.7,3.3,
Sweden,2012,0,81.7,57,7.4,6254.44,58.1,0,11.8,57134.777,9519374,1.4,1.3,0.903,15.8,2.54,4.4,3.3,
Sweden,2013,0,81.9,57,7.3,6696.87,58.5,0,11.97,6283.24522,96379,1.4,1.3,0.904,15.8,3.37,4.2,3.3,
Sweden,2014,0,82.3,54,7.3,6605.91,59,0,11.93,5918.19898,969611,1.5,1.3,0.906,15.8,4.23,4,3.3,
Sweden,2015,0,82.4,53,7.13,5598.68,59.5,0,10.8,5585.25847,9799186,1.5,1.4,0.909,15.9,3.97,4,3.3,27.9
